account_id,district_id,frequency,Date,Account_type,Card _assigned
2504,16,Monthly Issuance,2017-12-09,NRI account,Silver
358,12,Monthly Issuance,2017-12-09,Savings account,Silver
2980,66,Monthly Issuance,2017-12-09,Salary account,Silver
3918,53,Monthly Issuance,2017-12-09,Savings account,Silver
1680,59,Monthly Issuance,2017-12-10,NRI account,Silver
3039,1,Monthly Issuance,2017-12-10,Salary account,Silver
3380,64,Monthly Issuance,2017-12-10,NRI account,Silver
2128,22,Monthly Issuance,2017-12-10,NRI account,Silver
903,47,Monthly Issuance,2017-12-10,Savings account,Silver
1762,28,Monthly Issuance,2017-12-11,NRI account,Silver
61,70,Monthly Issuance,2017-12-11,Savings account,Silver
391,36,Monthly Issuance,2017-12-11,NRI account,Silver
2305,1,Monthly Issuance,2017-12-11,NRI account,Silver
1588,67,Monthly Issuance,2017-12-11,Savings account,Silver
183,43,Monthly Issuance,2017-12-12,Savings account,Silver
365,74,Monthly Issuance,2017-12-12,Salary account,Silver
2476,32,Monthly Issuance,2017-12-12,Salary account,Silver
347,65,Monthly Issuance,2017-12-13,Salary account,Silver
1877,76,Monthly Issuance,2017-12-13,NRI account,Silver
3196,1,Monthly Issuance,2017-12-13,Salary account,Silver
2928,55,Monthly Issuance,2017-12-14,NRI account,Silver
1225,4,Monthly Issuance,2017-12-14,Savings account,Silver
3825,7,Monthly Issuance,2017-12-14,Savings account,Silver
180,55,Weekly Issuance,2017-12-14,Salary account,Diamond
2813,24,Monthly Issuance,2017-12-15,Savings account,Silver
1605,72,Monthly Issuance,2017-12-16,Salary account,Silver
1792,7,Monthly Issuance,2017-12-16,Salary account,Silver
1604,54,Monthly Issuance,2017-12-16,NRI account,Silver
883,1,Monthly Issuance,2017-12-17,Salary account,Silver
441,27,Weekly Issuance,2017-12-17,NRI account,Diamond
3429,73,Monthly Issuance,2017-12-17,Salary account,Silver
4514,69,Monthly Issuance,2017-12-18,Savings account,Silver
1088,32,Monthly Issuance,2017-12-19,Savings account,Silver
3094,56,Monthly Issuance,2017-12-20,NRI account,Silver
1768,15,Monthly Issuance,2017-12-20,Salary account,Silver
2768,73,Monthly Issuance,2017-12-20,Savings account,Silver
2257,57,Monthly Issuance,2017-12-21,NRI account,Silver
1882,1,Monthly Issuance,2017-12-21,Savings account,Silver
719,30,Monthly Issuance,2017-12-21,Salary account,Silver
5092,74,Monthly Issuance,2017-12-21,Salary account,Silver
3292,1,Monthly Issuance,2017-12-21,Salary account,Silver
3604,75,Monthly Issuance,2017-12-22,Salary account,Silver
2733,76,Monthly Issuance,2017-12-22,NRI account,Silver
3669,76,Monthly Issuance,2017-12-22,Salary account,Silver
1940,52,Monthly Issuance,2017-12-22,Savings account,Silver
3056,55,Monthly Issuance,2017-12-22,NRI account,Silver
1419,33,Monthly Issuance,2017-12-22,Savings account,Silver
2971,76,Weekly Issuance,2017-12-23,Savings account,Diamond
1959,62,Monthly Issuance,2017-12-24,Savings account,Silver
3164,33,Monthly Issuance,2017-12-24,Savings account,Silver
3197,1,Monthly Issuance,2017-12-25,NRI account,Silver
2770,42,Monthly Issuance,2017-12-25,Salary account,Silver
7944,59,Monthly Issuance,2017-12-27,NRI account,Silver
1080,55,Monthly Issuance,2017-12-27,Salary account,Silver
6148,74,Monthly Issuance,2017-12-27,Salary account,Silver
2010,1,Monthly Issuance,2017-12-27,Savings account,Silver
3135,72,Monthly Issuance,2017-12-27,Salary account,Silver
1098,47,Monthly Issuance,2017-12-28,Salary account,Silver
100,41,Monthly Issuance,2017-12-28,Savings account,Silver
2913,8,Monthly Issuance,2017-12-28,Savings account,Silver
1153,35,Monthly Issuance,2017-12-29,Savings account,Silver
1635,19,Monthly Issuance,2017-12-29,Salary account,Silver
2842,14,Monthly Issuance,2017-12-29,Salary account,Silver
3759,1,Monthly Issuance,2017-12-29,Savings account,Silver
3594,29,Monthly Issuance,2017-12-30,NRI account,Silver
2778,38,Monthly Issuance,2017-12-30,NRI account,Silver
2161,15,Weekly Issuance,2017-12-30,Savings account,Diamond
2789,14,Monthly Issuance,2018-01-01,Salary account,Silver
1552,18,Monthly Issuance,2018-01-02,Savings account,Silver
628,72,Monthly Issuance,2018-01-03,NRI account,Silver
1458,29,Monthly Issuance,2018-01-03,Salary account,Silver
2673,34,Monthly Issuance,2018-01-04,Savings account,Silver
1788,1,Monthly Issuance,2018-01-04,Salary account,Silver
1193,29,Monthly Issuance,2018-01-05,NRI account,Silver
969,19,Monthly Issuance,2018-01-08,Salary account,Silver
1512,1,Monthly Issuance,2018-01-08,NRI account,Silver
3997,62,Monthly Issuance,2018-01-13,Savings account,Silver
2179,1,Weekly Issuance,2018-01-14,Savings account,Diamond
1164,35,Monthly Issuance,2018-01-14,NRI account,Silver
4774,66,Monthly Issuance,2018-01-14,NRI account,Silver
4413,74,Weekly Issuance,2018-01-15,Salary account,Diamond
1824,52,Monthly Issuance,2018-01-17,Savings account,Silver
1231,7,Monthly Issuance,2018-01-18,Savings account,Silver
2664,58,Monthly Issuance,2018-01-20,Savings account,Silver
1627,1,Monthly Issuance,2018-01-20,Savings account,Silver
9104,10,Monthly Issuance,2018-01-21,NRI account,Silver
2326,70,Monthly Issuance,2018-01-24,Savings account,Silver
4356,47,Monthly Issuance,2018-01-26,Savings account,Silver
3667,55,Monthly Issuance,2018-01-26,Salary account,Silver
742,77,Monthly Issuance,2018-01-28,NRI account,Silver
2538,42,Monthly Issuance,2018-01-30,Savings account,Silver
127,29,Monthly Issuance,2018-02-02,NRI account,Silver
726,76,Monthly Issuance,2018-02-03,Savings account,Silver
4907,42,Monthly Issuance,2018-02-06,NRI account,Silver
2628,64,Issuance After a Transaction,2018-02-06,Savings account,Gold
3898,70,Monthly Issuance,2018-02-07,NRI account,Silver
6472,61,Monthly Issuance,2018-02-08,Salary account,Silver
1770,65,Monthly Issuance,2018-02-08,Savings account,Silver
2472,60,Monthly Issuance,2018-02-08,Savings account,Silver
1159,49,Monthly Issuance,2018-02-09,Savings account,Silver
4418,66,Monthly Issuance,2018-02-09,Savings account,Silver
1470,19,Monthly Issuance,2018-02-10,Salary account,Silver
1813,47,Monthly Issuance,2018-02-11,Savings account,Silver
4416,14,Monthly Issuance,2018-02-12,Savings account,Silver
2315,75,Monthly Issuance,2018-02-13,NRI account,Silver
3876,69,Monthly Issuance,2018-02-13,NRI account,Silver
4329,1,Monthly Issuance,2018-02-17,NRI account,Silver
3184,1,Monthly Issuance,2018-02-18,Savings account,Silver
370,25,Monthly Issuance,2018-02-18,Salary account,Silver
1317,56,Monthly Issuance,2018-02-18,Salary account,Silver
2675,1,Monthly Issuance,2018-02-19,Savings account,Silver
3840,76,Monthly Issuance,2018-02-19,Salary account,Silver
4009,56,Monthly Issuance,2018-02-20,Savings account,Silver
3886,1,Monthly Issuance,2018-02-20,NRI account,Silver
3445,1,Monthly Issuance,2018-02-22,NRI account,Silver
2482,1,Monthly Issuance,2018-02-23,Savings account,Silver
2361,28,Monthly Issuance,2018-02-25,NRI account,Silver
974,29,Monthly Issuance,2018-02-25,Savings account,Silver
2959,8,Monthly Issuance,2018-02-25,Savings account,Silver
1880,76,Monthly Issuance,2018-02-25,Salary account,Silver
3355,70,Monthly Issuance,2018-02-26,Salary account,Silver
2501,30,Monthly Issuance,2018-02-26,NRI account,Silver
1073,73,Monthly Issuance,2018-02-27,Salary account,Silver
8558,1,Issuance After a Transaction,2018-02-27,Savings account,Gold
3101,1,Monthly Issuance,2018-02-27,NRI account,Silver
2568,17,Monthly Issuance,2018-03-02,NRI account,Silver
1169,49,Issuance After a Transaction,2018-03-02,Savings account,Gold
3684,23,Monthly Issuance,2018-03-04,Salary account,Silver
1406,50,Monthly Issuance,2018-03-04,Salary account,Silver
71,1,Monthly Issuance,2018-03-05,Savings account,Silver
3528,10,Monthly Issuance,2018-03-05,Savings account,Silver
3405,36,Monthly Issuance,2018-03-07,Savings account,Silver
6118,1,Weekly Issuance,2018-03-07,NRI account,Diamond
2382,59,Monthly Issuance,2018-03-08,Salary account,Silver
1570,1,Monthly Issuance,2018-03-12,Salary account,Silver
1511,51,Issuance After a Transaction,2018-03-13,NRI account,Gold
1237,9,Monthly Issuance,2018-03-13,NRI account,Silver
3307,30,Monthly Issuance,2018-03-13,Savings account,Silver
3378,55,Monthly Issuance,2018-03-14,Salary account,Silver
989,19,Monthly Issuance,2018-03-14,Salary account,Silver
3253,71,Issuance After a Transaction,2018-03-15,Salary account,Gold
1626,3,Monthly Issuance,2018-03-15,Salary account,Silver
289,1,Monthly Issuance,2018-03-17,Savings account,Silver
1987,54,Monthly Issuance,2018-03-17,NRI account,Silver
817,5,Monthly Issuance,2018-03-18,NRI account,Silver
2228,34,Monthly Issuance,2018-03-19,Savings account,Silver
904,1,Monthly Issuance,2018-03-20,NRI account,Silver
3824,41,Monthly Issuance,2018-03-20,Salary account,Silver
3599,63,Monthly Issuance,2018-03-20,Salary account,Silver
22,1,Monthly Issuance,2018-03-23,NRI account,Silver
470,64,Monthly Issuance,2018-03-23,Savings account,Silver
1273,37,Monthly Issuance,2018-03-25,NRI account,Silver
237,50,Monthly Issuance,2018-03-25,Savings account,Silver
59,43,Monthly Issuance,2018-03-27,Savings account,Silver
572,32,Monthly Issuance,2018-03-27,Salary account,Silver
1269,52,Monthly Issuance,2018-03-28,NRI account,Silver
855,1,Monthly Issuance,2018-03-28,Savings account,Silver
3183,45,Monthly Issuance,2018-04-01,Salary account,Silver
1969,5,Monthly Issuance,2018-04-02,NRI account,Silver
2799,54,Weekly Issuance,2018-04-03,Salary account,Diamond
1042,43,Monthly Issuance,2018-04-03,NRI account,Silver
1158,50,Monthly Issuance,2018-04-03,Savings account,Silver
2713,26,Monthly Issuance,2018-04-03,Salary account,Silver
740,28,Monthly Issuance,2018-04-04,Savings account,Silver
493,26,Monthly Issuance,2018-04-05,NRI account,Silver
2067,76,Monthly Issuance,2018-04-07,Salary account,Silver
3804,7,Monthly Issuance,2018-04-07,Savings account,Silver
4259,66,Monthly Issuance,2018-04-08,NRI account,Silver
2886,1,Monthly Issuance,2018-04-08,Salary account,Silver
761,43,Monthly Issuance,2018-04-09,NRI account,Silver
1918,24,Monthly Issuance,2018-04-10,NRI account,Silver
3036,10,Monthly Issuance,2018-04-10,NRI account,Silver
3259,1,Monthly Issuance,2018-04-11,Salary account,Silver
4408,71,Weekly Issuance,2018-04-11,Salary account,Diamond
2009,17,Monthly Issuance,2018-04-14,Salary account,Silver
1194,1,Monthly Issuance,2018-04-15,Savings account,Silver
3718,63,Monthly Issuance,2018-04-16,Salary account,Silver
3201,4,Monthly Issuance,2018-04-17,Salary account,Silver
460,1,Monthly Issuance,2018-04-18,NRI account,Silver
784,59,Monthly Issuance,2018-04-19,Savings account,Silver
3714,2,Weekly Issuance,2018-04-21,NRI account,Diamond
2154,63,Monthly Issuance,2018-04-21,Salary account,Silver
1256,38,Monthly Issuance,2018-04-21,Savings account,Silver
1353,51,Monthly Issuance,2018-04-21,NRI account,Silver
1820,10,Monthly Issuance,2018-04-22,Savings account,Silver
2494,74,Monthly Issuance,2018-04-23,NRI account,Silver
2399,1,Monthly Issuance,2018-04-26,Savings account,Silver
343,18,Monthly Issuance,2018-04-26,Salary account,Silver
575,38,Monthly Issuance,2018-04-26,Savings account,Silver
900,48,Monthly Issuance,2018-04-26,Savings account,Silver
1467,37,Monthly Issuance,2018-04-27,NRI account,Silver
31,68,Monthly Issuance,2018-04-27,NRI account,Silver
1375,19,Monthly Issuance,2018-04-27,NRI account,Silver
1371,1,Monthly Issuance,2018-04-27,Savings account,Silver
844,53,Monthly Issuance,2018-04-28,Salary account,Silver
908,62,Monthly Issuance,2018-04-29,Salary account,Silver
3134,48,Monthly Issuance,2018-04-29,NRI account,Silver
2092,1,Monthly Issuance,2018-04-29,Savings account,Silver
3747,1,Monthly Issuance,2018-05-01,NRI account,Silver
277,32,Issuance After a Transaction,2018-05-01,NRI account,Gold
3595,30,Monthly Issuance,2018-05-01,NRI account,Silver
2511,40,Monthly Issuance,2018-05-01,Salary account,Silver
1388,29,Monthly Issuance,2018-05-02,Salary account,Silver
4245,52,Monthly Issuance,2018-05-02,NRI account,Silver
3838,3,Monthly Issuance,2018-05-02,NRI account,Silver
543,64,Monthly Issuance,2018-05-03,NRI account,Silver
3653,31,Monthly Issuance,2018-05-03,Salary account,Silver
524,61,Monthly Issuance,2018-05-03,NRI account,Silver
82,26,Monthly Issuance,2018-05-03,NRI account,Silver
3912,2,Monthly Issuance,2018-05-04,Salary account,Silver
1949,41,Monthly Issuance,2018-05-04,NRI account,Silver
1865,1,Monthly Issuance,2018-05-04,NRI account,Silver
451,11,Monthly Issuance,2018-05-05,Savings account,Silver
50,1,Monthly Issuance,2018-05-06,NRI account,Silver
1184,14,Monthly Issuance,2018-05-06,Salary account,Silver
363,1,Monthly Issuance,2018-05-06,Salary account,Silver
2454,8,Monthly Issuance,2018-05-07,NRI account,Silver
2847,75,Monthly Issuance,2018-05-08,Savings account,Silver
2740,14,Monthly Issuance,2018-05-08,Salary account,Silver
1871,48,Monthly Issuance,2018-05-10,NRI account,Silver
8405,20,Monthly Issuance,2018-05-10,NRI account,Silver
266,47,Monthly Issuance,2018-05-11,NRI account,Silver
1879,10,Monthly Issuance,2018-05-13,Salary account,Silver
2259,64,Monthly Issuance,2018-05-14,Salary account,Silver
609,63,Monthly Issuance,2018-05-15,Salary account,Silver
9750,74,Monthly Issuance,2018-05-16,NRI account,Silver
2375,29,Monthly Issuance,2018-05-16,NRI account,Silver
216,38,Monthly Issuance,2018-05-16,Salary account,Silver
56,50,Monthly Issuance,2018-05-16,Savings account,Silver
7824,60,Monthly Issuance,2018-05-17,NRI account,Silver
649,69,Weekly Issuance,2018-05-17,NRI account,Diamond
2996,54,Monthly Issuance,2018-05-17,NRI account,Silver
1509,51,Monthly Issuance,2018-05-19,NRI account,Silver
2170,1,Issuance After a Transaction,2018-05-19,Savings account,Gold
2001,75,Monthly Issuance,2018-05-19,NRI account,Silver
2903,38,Monthly Issuance,2018-05-19,Savings account,Silver
3717,56,Monthly Issuance,2018-05-20,Savings account,Silver
4195,67,Monthly Issuance,2018-05-21,Savings account,Silver
2496,51,Monthly Issuance,2018-05-21,Savings account,Silver
9583,31,Weekly Issuance,2018-05-22,NRI account,Diamond
3636,21,Monthly Issuance,2018-05-22,Salary account,Silver
1826,5,Monthly Issuance,2018-05-22,NRI account,Silver
2227,31,Weekly Issuance,2018-05-22,Salary account,Diamond
2749,1,Monthly Issuance,2018-05-23,Salary account,Silver
535,35,Monthly Issuance,2018-05-24,NRI account,Silver
4066,72,Monthly Issuance,2018-05-24,Savings account,Silver
2662,71,Monthly Issuance,2018-05-24,Savings account,Silver
1053,57,Monthly Issuance,2018-05-25,Salary account,Silver
11333,8,Monthly Issuance,2018-05-26,Salary account,Silver
1838,68,Monthly Issuance,2018-05-26,Salary account,Silver
3037,44,Monthly Issuance,2018-05-26,NRI account,Silver
3372,23,Monthly Issuance,2018-05-26,NRI account,Silver
985,32,Monthly Issuance,2018-05-29,Salary account,Silver
6924,74,Monthly Issuance,2018-06-01,NRI account,Silver
3484,22,Monthly Issuance,2018-06-01,Salary account,Silver
700,20,Monthly Issuance,2018-06-01,Salary account,Silver
3289,1,Monthly Issuance,2018-06-02,Savings account,Silver
2638,5,Monthly Issuance,2018-06-02,NRI account,Silver
8316,70,Monthly Issuance,2018-06-04,Savings account,Silver
1634,77,Monthly Issuance,2018-06-04,Salary account,Silver
4825,15,Monthly Issuance,2018-06-04,Salary account,Silver
3650,8,Monthly Issuance,2018-06-05,NRI account,Silver
10942,44,Weekly Issuance,2018-06-05,NRI account,Diamond
2922,16,Monthly Issuance,2018-06-06,NRI account,Silver
693,2,Monthly Issuance,2018-06-06,NRI account,Silver
2260,1,Monthly Issuance,2018-06-07,NRI account,Silver
538,70,Monthly Issuance,2018-06-07,NRI account,Silver
548,16,Monthly Issuance,2018-06-07,Savings account,Silver
941,8,Monthly Issuance,2018-06-08,Salary account,Silver
2155,58,Monthly Issuance,2018-06-08,NRI account,Silver
4519,8,Monthly Issuance,2018-06-08,Salary account,Silver
3539,42,Monthly Issuance,2018-06-08,NRI account,Silver
6511,72,Monthly Issuance,2018-06-10,Salary account,Silver
2569,2,Monthly Issuance,2018-06-10,Salary account,Silver
43,36,Monthly Issuance,2018-06-12,NRI account,Silver
1047,46,Monthly Issuance,2018-06-13,NRI account,Silver
3479,22,Monthly Issuance,2018-06-14,Savings account,Silver
2868,1,Monthly Issuance,2018-06-15,NRI account,Silver
4328,72,Monthly Issuance,2018-06-17,Savings account,Silver
5628,61,Monthly Issuance,2018-06-17,Salary account,Silver
3160,22,Monthly Issuance,2018-06-19,Salary account,Silver
1856,26,Monthly Issuance,2018-06-19,Savings account,Silver
154,46,Monthly Issuance,2018-06-21,Salary account,Silver
3030,65,Monthly Issuance,2018-06-22,NRI account,Silver
1938,1,Monthly Issuance,2018-06-25,NRI account,Silver
1870,10,Monthly Issuance,2018-06-25,Savings account,Silver
3275,74,Monthly Issuance,2018-06-29,Salary account,Silver
8492,2,Monthly Issuance,2018-06-29,Savings account,Silver
10093,1,Weekly Issuance,2018-07-01,Savings account,Diamond
3805,9,Monthly Issuance,2018-07-02,Savings account,Silver
200,17,Monthly Issuance,2018-07-03,Salary account,Silver
2471,6,Monthly Issuance,2018-07-03,NRI account,Silver
352,39,Monthly Issuance,2018-07-04,Salary account,Silver
1291,1,Monthly Issuance,2018-07-04,NRI account,Silver
161,28,Monthly Issuance,2018-07-04,NRI account,Silver
711,70,Monthly Issuance,2018-07-06,Savings account,Silver
964,26,Monthly Issuance,2018-07-08,Savings account,Silver
1012,65,Monthly Issuance,2018-07-09,Savings account,Silver
4276,43,Monthly Issuance,2018-07-09,Savings account,Silver
901,60,Monthly Issuance,2018-07-10,NRI account,Silver
7765,52,Weekly Issuance,2018-07-10,Savings account,Diamond
90,1,Monthly Issuance,2018-07-13,NRI account,Silver
5574,13,Weekly Issuance,2018-07-14,NRI account,Diamond
741,54,Monthly Issuance,2018-07-14,Savings account,Silver
2819,35,Monthly Issuance,2018-07-16,Salary account,Silver
478,58,Monthly Issuance,2018-07-16,NRI account,Silver
2615,68,Monthly Issuance,2018-07-17,Savings account,Silver
3503,1,Monthly Issuance,2018-07-17,NRI account,Silver
3921,18,Monthly Issuance,2018-07-17,Salary account,Silver
662,21,Monthly Issuance,2018-07-18,Savings account,Silver
2654,56,Monthly Issuance,2018-07-21,NRI account,Silver
9627,65,Issuance After a Transaction,2018-07-22,NRI account,Gold
2470,16,Monthly Issuance,2018-07-23,Savings account,Silver
427,8,Monthly Issuance,2018-07-24,Savings account,Silver
709,19,Monthly Issuance,2018-07-25,NRI account,Silver
629,31,Monthly Issuance,2018-07-25,Salary account,Silver
2606,1,Monthly Issuance,2018-07-27,NRI account,Silver
6738,62,Monthly Issuance,2018-07-28,NRI account,Silver
2912,74,Monthly Issuance,2018-07-30,Savings account,Silver
4995,20,Weekly Issuance,2018-08-01,Salary account,Diamond
1022,33,Weekly Issuance,2018-08-01,Salary account,Diamond
1797,24,Monthly Issuance,2018-08-01,Salary account,Silver
3497,76,Monthly Issuance,2018-08-02,Salary account,Silver
1848,1,Monthly Issuance,2018-08-04,Salary account,Silver
582,12,Monthly Issuance,2018-08-05,Salary account,Silver
3167,18,Monthly Issuance,2018-08-08,Savings account,Silver
1579,57,Monthly Issuance,2018-08-09,Salary account,Silver
610,74,Monthly Issuance,2018-08-11,Salary account,Silver
3536,24,Monthly Issuance,2018-08-11,Salary account,Silver
1017,14,Monthly Issuance,2018-08-11,Salary account,Silver
3017,75,Monthly Issuance,2018-08-12,Salary account,Silver
3112,38,Monthly Issuance,2018-08-12,Savings account,Silver
1360,71,Monthly Issuance,2018-08-14,Savings account,Silver
2747,1,Monthly Issuance,2018-08-14,Savings account,Silver
9192,1,Monthly Issuance,2018-08-16,Savings account,Silver
1398,62,Monthly Issuance,2018-08-18,Savings account,Silver
1246,58,Monthly Issuance,2018-08-18,Savings account,Silver
1592,38,Monthly Issuance,2018-08-18,Salary account,Silver
3728,10,Monthly Issuance,2018-08-18,NRI account,Silver
4131,5,Monthly Issuance,2018-08-19,Savings account,Silver
377,70,Monthly Issuance,2018-08-19,Savings account,Silver
1911,68,Monthly Issuance,2018-08-21,Salary account,Silver
635,21,Monthly Issuance,2018-08-21,Savings account,Silver
3625,3,Monthly Issuance,2018-08-22,Savings account,Silver
3425,70,Monthly Issuance,2018-08-24,Salary account,Silver
1327,65,Monthly Issuance,2018-08-24,Savings account,Silver
8776,64,Monthly Issuance,2018-08-24,Savings account,Silver
2798,70,Monthly Issuance,2018-08-24,Savings account,Silver
2401,16,Monthly Issuance,2018-08-26,Savings account,Silver
3612,70,Monthly Issuance,2018-08-27,Savings account,Silver
4580,9,Monthly Issuance,2018-08-27,Salary account,Silver
3226,65,Monthly Issuance,2018-08-28,NRI account,Silver
7523,63,Monthly Issuance,2018-08-29,Savings account,Silver
3533,74,Monthly Issuance,2018-08-29,Savings account,Silver
422,53,Weekly Issuance,2018-08-29,NRI account,Diamond
3608,72,Weekly Issuance,2018-08-30,Savings account,Diamond
1105,55,Monthly Issuance,2018-09-01,Savings account,Silver
2596,1,Monthly Issuance,2018-09-02,NRI account,Silver
9006,40,Weekly Issuance,2018-09-02,Salary account,Diamond
3579,53,Monthly Issuance,2018-09-02,NRI account,Silver
710,25,Monthly Issuance,2018-09-02,Savings account,Silver
7546,43,Monthly Issuance,2018-09-03,Savings account,Silver
1766,28,Monthly Issuance,2018-09-03,NRI account,Silver
1292,3,Monthly Issuance,2018-09-03,NRI account,Silver
3797,64,Monthly Issuance,2018-09-03,Savings account,Silver
3478,30,Monthly Issuance,2018-09-04,Savings account,Silver
8899,1,Weekly Issuance,2018-09-05,NRI account,Diamond
1975,19,Monthly Issuance,2018-09-07,NRI account,Silver
3049,61,Monthly Issuance,2018-09-08,Salary account,Silver
3730,17,Monthly Issuance,2018-09-08,Savings account,Silver
1714,72,Monthly Issuance,2018-09-08,Savings account,Silver
518,74,Monthly Issuance,2018-09-09,Salary account,Silver
6321,1,Monthly Issuance,2018-09-10,NRI account,Silver
3926,72,Monthly Issuance,2018-09-11,NRI account,Silver
1878,52,Weekly Issuance,2018-09-13,NRI account,Diamond
3712,3,Monthly Issuance,2018-09-13,Salary account,Silver
2030,51,Monthly Issuance,2018-09-13,NRI account,Silver
3869,72,Monthly Issuance,2018-09-13,Salary account,Silver
1908,20,Monthly Issuance,2018-09-13,Savings account,Silver
3142,2,Monthly Issuance,2018-09-14,NRI account,Silver
1301,18,Monthly Issuance,2018-09-15,NRI account,Silver
3288,54,Monthly Issuance,2018-09-15,NRI account,Silver
318,36,Monthly Issuance,2018-09-16,Salary account,Silver
3336,51,Monthly Issuance,2018-09-19,Salary account,Silver
1653,1,Monthly Issuance,2018-09-19,NRI account,Silver
577,29,Monthly Issuance,2018-09-20,NRI account,Silver
2960,19,Monthly Issuance,2018-09-20,Savings account,Silver
2267,54,Weekly Issuance,2018-09-20,NRI account,Diamond
1989,48,Monthly Issuance,2018-09-21,Salary account,Silver
1352,1,Monthly Issuance,2018-09-23,Savings account,Silver
851,15,Monthly Issuance,2018-09-23,Salary account,Silver
716,47,Monthly Issuance,2018-09-25,Savings account,Silver
3555,32,Monthly Issuance,2018-09-26,Salary account,Silver
6,51,Monthly Issuance,2018-09-27,Salary account,Silver
1828,1,Monthly Issuance,2018-09-28,Savings account,Silver
1333,21,Monthly Issuance,2018-09-29,Savings account,Silver
11359,61,Monthly Issuance,2018-10-01,NRI account,Silver
3457,54,Monthly Issuance,2018-10-01,Salary account,Silver
2627,76,Monthly Issuance,2018-10-02,Savings account,Silver
2025,19,Monthly Issuance,2018-10-02,Savings account,Silver
3975,20,Monthly Issuance,2018-10-02,NRI account,Silver
2905,74,Monthly Issuance,2018-10-03,Savings account,Silver
3827,1,Monthly Issuance,2018-10-04,NRI account,Silver
939,55,Monthly Issuance,2018-10-04,Salary account,Silver
1421,71,Monthly Issuance,2018-10-05,Savings account,Silver
1934,46,Monthly Issuance,2018-10-05,NRI account,Silver
3878,23,Monthly Issuance,2018-10-07,Salary account,Silver
2363,47,Monthly Issuance,2018-10-07,Savings account,Silver
1559,14,Monthly Issuance,2018-10-08,Salary account,Silver
2195,73,Monthly Issuance,2018-10-08,Salary account,Silver
1205,73,Monthly Issuance,2018-10-08,Savings account,Silver
2059,37,Monthly Issuance,2018-10-08,Savings account,Silver
2333,45,Monthly Issuance,2018-10-08,NRI account,Silver
3074,74,Weekly Issuance,2018-10-08,NRI account,Diamond
2840,15,Monthly Issuance,2018-10-09,NRI account,Silver
2430,3,Monthly Issuance,2018-10-09,Salary account,Silver
2463,56,Monthly Issuance,2018-10-11,Savings account,Silver
3860,4,Monthly Issuance,2018-10-11,NRI account,Silver
2788,54,Monthly Issuance,2018-10-12,NRI account,Silver
8127,37,Monthly Issuance,2018-10-13,Savings account,Silver
596,31,Monthly Issuance,2018-10-13,NRI account,Silver
3622,53,Monthly Issuance,2018-10-15,NRI account,Silver
1312,23,Monthly Issuance,2018-10-15,Savings account,Silver
2742,23,Monthly Issuance,2018-10-15,Savings account,Silver
654,63,Monthly Issuance,2018-10-16,NRI account,Silver
4283,39,Monthly Issuance,2018-10-16,Savings account,Silver
2924,56,Monthly Issuance,2018-10-16,Salary account,Silver
3756,39,Weekly Issuance,2018-10-17,NRI account,Diamond
2790,1,Monthly Issuance,2018-10-18,Savings account,Silver
67,16,Monthly Issuance,2018-10-19,NRI account,Silver
2949,1,Monthly Issuance,2018-10-21,Salary account,Silver
3849,75,Monthly Issuance,2018-10-21,NRI account,Silver
5422,66,Monthly Issuance,2018-10-22,NRI account,Silver
988,10,Monthly Issuance,2018-10-22,Savings account,Silver
3058,44,Monthly Issuance,2018-10-23,Salary account,Silver
1958,40,Monthly Issuance,2018-10-24,Salary account,Silver
1441,50,Monthly Issuance,2018-10-25,Salary account,Silver
1109,66,Monthly Issuance,2018-10-27,Salary account,Silver
2536,41,Monthly Issuance,2018-10-28,NRI account,Silver
1295,15,Monthly Issuance,2018-10-28,Salary account,Silver
3419,1,Monthly Issuance,2018-10-29,NRI account,Silver
1993,68,Monthly Issuance,2018-10-30,Savings account,Silver
1076,1,Monthly Issuance,2018-10-30,Salary account,Silver
960,4,Issuance After a Transaction,2018-11-02,Salary account,Gold
201,63,Monthly Issuance,2018-11-02,Savings account,Silver
1168,29,Monthly Issuance,2018-11-03,Salary account,Silver
2365,42,Monthly Issuance,2018-11-04,Savings account,Silver
973,54,Monthly Issuance,2018-11-05,Salary account,Silver
3663,67,Monthly Issuance,2018-11-06,NRI account,Silver
3576,58,Monthly Issuance,2018-11-07,Savings account,Silver
4082,49,Monthly Issuance,2018-11-08,Savings account,Silver
2541,57,Monthly Issuance,2018-11-08,Salary account,Silver
4476,24,Monthly Issuance,2018-11-10,Salary account,Silver
2572,64,Issuance After a Transaction,2018-11-13,Savings account,Gold
2377,77,Monthly Issuance,2018-11-13,Salary account,Silver
1554,47,Monthly Issuance,2018-11-15,NRI account,Silver
5632,5,Weekly Issuance,2018-11-15,NRI account,Diamond
940,37,Monthly Issuance,2018-11-15,Salary account,Silver
1583,69,Issuance After a Transaction,2018-11-17,NRI account,Gold
2218,19,Monthly Issuance,2018-11-21,Savings account,Silver
1708,22,Monthly Issuance,2018-11-21,Salary account,Silver
449,19,Monthly Issuance,2018-11-22,Savings account,Silver
2044,6,Monthly Issuance,2018-11-23,Salary account,Silver
11186,12,Monthly Issuance,2018-11-24,Savings account,Silver
29,7,Monthly Issuance,2018-11-24,Savings account,Silver
3752,1,Monthly Issuance,2018-11-25,Salary account,Silver
2028,7,Weekly Issuance,2018-11-26,Salary account,Diamond
